"","D-12_1","D-12_2","D-12_3","D-24_1","D-24_2","D-24_3","D-36_1","D-36_2","D-36_3","D-48_1","D-48_2","D-48_3","D-60_1","D-60_2","D-60_3"
"LOC114577442",0,0,0,6.55,6.045,5.236,10.126,11.492,7.236,7.996,2.591,6.405,6.466,4.784,1.524
"LOC114576830",0,0.492,0,10.959,9.97,7.945,6.681,6.124,5.072,0.396,0.712,1.174,0.267,0.316,1.005
"LOC107992969",67.237,70.428,58.412,36.719,41.508,33.524,38.832,51.242,47.749,51.196,46.061,39.731,26.524,27.903,31.391
"LOC108002315",196.656,205.195,209.888,5.842,4.927,5.121,33.365,33.296,30.396,3.661,4.673,3.258,5.634,4.878,5.311
"LOC108003306",2.826,2.348,2.556,97.425,97.012,100.863,22.219,16.477,20.178,18.714,21.904,25.807,85.622,80.796,86.295
"LOC107997154",5.691,9.071,5.85,4.738,3.901,4.429,81.086,87.733,90.571,117.029,114.893,113.199,103.902,111.608,103.937
"LOC107998236",1.035,0.35,0.245,2.964,2.601,2.58,3.861,4.771,4.775,4.503,4.56,4.259,1.991,2.47,2.771
"LOC108002796",0,0.472,0,0.887,1.591,2.647,0.667,0,0.429,0.505,0.546,0.112,1.021,1.209,1.324
"LOC107999150",1.174,0.239,1.335,2.84,2.414,2.007,3.505,2.825,2.89,4.471,3.312,5.003,4.39,4.28,5.234
"LOC108002550",4.382,9.149,6.921,0.31,0,0,0.419,1.171,1.798,0.397,0.858,0.472,0.268,0.475,0.379
"Trnae-cuc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107995328",0.746,1.137,0,2.019,1.918,1.861,45.628,34.334,43.164,251.985,270.997,321.763,240.151,234.275,228.899
"LOC107998481",12.286,14.263,19.649,31.431,29.929,31.576,24.187,22.566,22.953,23.275,24.756,23.48,20.391,18.426,21.724
"LOC107993738",268.428,271.266,285.826,179.009,193.664,162.596,222.407,317.534,275.174,294.682,246.217,258.971,209.422,208.997,203.475
"LOC107997106",42.212,34.88,37.155,39.48,40.031,45.97,44.833,40.321,44.282,56.46,56.427,58.305,42.879,41.722,41.725
"LOC107996074",75.083,73.609,62.954,178.665,160.477,173.103,125.288,114.174,114.337,125.279,132.018,148.163,129.184,134.592,130.962
"LOC107996305",508.644,510.584,505.692,7.278,6.159,7.113,96.673,97.216,98.82,10.346,11.352,10.587,12.874,12.772,12.266
"LOC108003354",0,2.302,0.805,0,0,0,0,1.363,0,0,0,0.549,4.985,0.738,0
"LOC107998586",158.253,147.985,145.001,52.756,47.78,57.634,49.717,49.483,47.365,32.045,30.001,27.763,68.672,73.63,59.748
"LOC114577523",48.636,38.847,34.57,0.794,1.14,0.889,3.103,2.25,0.767,0.226,0,0,0.914,1.353,0.215
"LOC108001943",8.514,5.189,5.101,1.936,1.334,1.646,0.419,0.512,0.374,0.331,0.143,0.471,1.605,1.505,1.135
"LOC114578171",0,0,0,0,0,0,1.473,0.842,0.574,1.015,2.467,1.92,1.667,1.063,1.451
"LOC107996567",0,0.344,0.482,0.864,0.697,1.208,0.973,1.02,1.043,2.951,2.79,2.463,2.797,2.87,3.164
"LOC108001616",573.257,592.684,599.9,41.905,43.492,45.026,99.912,90.343,92.433,42.45,39.41,45.21,86.507,87.97,80.708
"LOC114577791",6.425,6.527,0,6.819,8.809,7.63,1.23,1.288,1.318,1.165,0,0,0,0,0
"LOC108003157",37.332,30.452,39.132,20.889,23.91,20.553,21.976,25.063,23.67,36.003,33.684,29.217,35.772,36.826,41.638
"LOC107998920",1.342,1.499,1.717,0.683,0.736,1.529,0.847,0,0.743,1.022,0.71,0.845,0.812,0.349,0.696
"LOC107994906",0.181,0,0.128,0,0,0,0.104,0,0,0.491,0.531,0.087,0,0,0.094
"LOC108002423",0.041,0.042,0.088,0.053,0.085,0,0.19,0.05,0.051,0.113,0.292,0.16,0.091,0.188,0.086
"LOC107994827",139.507,123.994,125.012,38.386,45.425,39.403,56.501,56.64,59.483,47.977,51.533,46.083,56.991,59.524,52.562
"LOC107994882",0,0,0,0.438,0.236,0.245,0.395,3.311,1.482,3.743,3.235,2.332,3.405,2.24,3.389
"LOC107992508",59.182,64.44,53.414,21.687,24.808,25.329,118.078,99.236,107.426,100.296,105.966,110.717,150.085,147.192,140.599
"LOC107998014",66.095,57.426,74.162,45.921,45.45,45.462,33.654,44.756,42.721,53.597,42.873,45.09,35.204,39.513,38.358
"LOC108001712",260.996,262.515,259.381,45.239,39.767,42.888,89.686,96.915,96.584,93.46,85.892,83.945,77.562,75.742,77.514
"LOC107992896",54.4,55.624,53.878,6.285,6.322,7.084,25.278,27.91,26.56,30.771,26.55,27.843,29.48,28.568,28.425
"LOC108001873",29.056,22.956,24.783,37.823,23.901,30.363,25.581,34.954,34.967,36.533,34.151,38.772,25.566,27.745,35.482
"LOC107992561",13.455,20.107,17.38,7.908,6.297,7.098,20.131,21.322,18.392,21.256,16.271,17.73,13.305,16.594,14.487
"LOC108000132",68.026,61.907,54.464,44.763,43.684,42.161,62.292,75.597,65.518,70.715,69.998,65.638,46.588,51.368,50.079
"LOC107994633",1.862,1.261,1.323,4.742,6.381,5.748,6.414,10.825,5.729,18.232,8.753,10.218,10.58,16.162,13.512
"LOC108002121",1.405,1.223,0.999,53.037,44.58,45.905,25.009,36.098,29.892,34.943,39.634,35.185,28.699,29.011,27.782
"LOC107998675",86.53,94.422,105.197,26.865,24.813,32.046,32.835,32.207,27.284,23.537,28.572,28.73,35.218,31.933,34.975
"LOC107999521",93.113,94.935,91.817,76.674,76.737,79.707,55.379,55.337,55.42,48.123,46.798,51.012,40.468,44.064,42.651
"LOC108000167",224.94,222.146,211.776,454.031,455.23,444.174,548.89,294.573,400.009,293.871,410.877,558.12,524.914,517.832,471.918
"LOC107994343",0.36,0.732,0,7.803,10.13,7.447,10.038,9.323,9.427,15.099,13.239,14.836,13.281,9.856,9.717
"LOC107995086",23.23,15.016,26.518,259.059,246.575,261.295,254.633,282.831,273.344,415.124,415.749,401.207,342.978,364.343,362.364
"LOC108001838",31.11,29.553,31.9,20.689,20.418,20.482,23.718,24.777,22.903,17.332,16.658,15.288,21.702,19.879,23.744
"LOC107993773",480.187,451.93,477.033,103.033,106.709,99.013,119.584,158.419,131.413,94.455,75.99,66.324,58.82,50.838,54.082
"LOC107995514",2615.622,2478.488,2661.665,99.179,96.744,108.744,444.789,419.408,405.305,147.871,140.69,168.577,309.872,316.489,338.717
"LOC108000364",23.316,21.789,20.468,60.793,59.777,54.986,28.784,35.271,31.639,34.756,35.969,30.485,26.157,22.846,23.57
"LOC107996532",2.033,1.549,2.65,18.665,22.534,21.006,20.139,18.345,21.794,2.858,2.29,2.626,1.957,2.868,1.845
"LOC107993812",22.204,18.39,19.563,0.466,0.335,0.591,1.737,2.495,1.892,0.717,0.688,0.803,5.448,5.941,5.894
"LOC107999935",21.604,21.741,27.441,4.967,6.17,5.131,5.972,5.414,8.125,5.441,5.055,8.04,8.47,7.163,6.844
"LOC107998159",39.344,40.684,40.551,167.646,165.614,162.406,149.702,151.824,143.844,143.908,137.857,146.803,310.59,309.557,319.959
"LOC107996615",381.83,375.179,384.927,82.231,71.423,74.678,296.617,237.17,268.38,237.596,273.524,332.033,309.479,340.799,342.195
"LOC107992985",1.124,1.598,0.879,64.749,67.86,66.768,37.872,34.334,31.256,11.431,13.471,15.29,12.606,14.924,14.679
"LOC108004096",70.455,61.933,60.191,97.915,89.162,92.189,86.937,74.772,80.67,69.104,82.212,86.442,79.726,74.539,71.995
"LOC114577772",0,0,0,0.572,0.411,0,0,0.18,0.184,0.163,0.176,0.725,0.165,0,0.155
"LOC108004406",0,0,0,2.753,0.741,2.31,0,0.433,0,0,0,0,0,0,0.187
"LOC108001858",4.488,3.37,4.022,7.207,6.822,5.839,6.947,6.808,7.566,11.784,9.977,8.505,4.4,4.447,4.755
"LOC107996690",1063.376,1115.431,1064.11,616.121,637.963,625.452,738.487,614.977,745.796,717.22,783.558,868.798,594.563,649.483,625.913
"LOC108003162",4.334,5.136,4.236,46.57,45.062,41.431,14.31,17.597,18.338,22.892,16.663,13.118,8.144,6.349,6.46
"LOC107992923",511.553,496.257,515.254,139.907,140.765,144.59,61.155,52.684,52.938,13.458,14.472,15.232,23.669,22.264,22.544
"LOC108002082",13.559,10.33,12.649,903.509,852.767,900.517,1694.013,1118.566,1415.096,1769.183,2171.09,2458.892,2499.054,2547.849,2371.18
"LOC108002899",47.195,44.481,48.349,79.906,74.77,82.279,79.954,72.955,75.464,61.628,66.965,69.564,72.061,68.363,69.038
"LOC114577813",0,0,0.314,0,0,0,0,0.266,0,0,0,0.214,0,0,0.229
"LOC108000498",5.628,5.29,5.194,0.321,0.173,0.299,1.109,0.556,1.241,0.228,0.247,0.041,0.462,0.492,0.914
"LOC108001700",393.418,413.39,396.063,148.804,141.846,147.582,139.685,135.395,145.675,123.808,125.335,141.138,172.703,177.783,171.055
"LOC108000008",136.992,143.427,141.198,64.092,61.403,61.801,46.646,56.652,52.883,51.064,42.512,42.514,45.21,43.989,44.171
"LOC108002027",2.54,0.369,1.29,44.13,42.784,44.468,40.837,31.43,34.166,46.787,50.754,43.051,42.305,40.162,42.514
"LOC107994653",1.939,1.231,2.498,0.54,0.332,1.209,15.653,16.471,15.659,73.432,69.924,75.454,74.362,71.943,72.674
"LOC107996728",455.384,398.304,424.861,219.456,242.592,243.688,206.605,123.277,165.062,101.105,144.46,127.97,101.476,102.116,113.083
"LOC108000061",0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.537
"LOC114577961",11.873,18.237,14.614,12.169,15.88,17.331,10.309,6.096,8.019,7.247,9.19,7.011,7.962,9.427,8.106
"LOC107996540",26.306,23.053,29.513,244.999,261.646,262.388,209.83,243.386,221.559,373.491,373.75,356.925,327.476,344.376,334.909
"LOC107998139",78.62,74.446,81.266,184.623,172.824,179.246,170.775,154.85,167.616,138.319,156.778,166.353,106.696,110.006,113.015
"LOC114577908",6.437,2.802,9.804,1.756,2.521,0,1.056,1.659,1.132,0,0.54,0.891,1.517,0,0.477
"LOC114577676",10.331,4.497,13.637,405.956,453.242,439.534,724.543,648.92,691.176,1220.437,1278.457,1377.2,754.001,785.036,739.854
"LOC107995143",0.496,0.756,0.999,6.213,4.818,4.772,4.748,3.929,5.038,2.609,2.575,3.243,8.594,8.237,8.745
"LOC107996552",7.229,7.577,6.281,5.845,5.664,5.887,5.996,6.212,5.155,5.868,7.283,7.391,14.577,14.643,12.612
"LOC107994517",0.11,0.449,0.549,9.632,8.781,7.474,23.269,20.855,23.037,41.511,27.904,46.307,73.903,71.389,82.088
"LOC107999955",410.696,436.462,416.9,253.875,269.645,261.142,252.403,264.654,271.537,333.012,323.83,309.01,227.442,239.975,218.898
"LOC107998668",0,0,0.038,6.796,7.426,6.844,4.78,4.43,4.466,5.255,5.206,5.453,6.427,7.123,7.027
"LOC114578192",4.399,1.719,3.127,4.309,3.016,1.205,6.995,7.327,6.039,2.761,3.977,2.622,1.303,0.661,0.702
"LOC114577229",0,3.335,2.333,10.451,15.752,14.033,11.309,23.695,34.344,41.076,15.434,17.486,1.805,4.275,18.72
"LOC108002280",0.352,0.536,0.375,3.246,3.856,3.507,8.479,7.719,6.924,33.953,37.607,38.31,326.006,342.918,340.037
"LOC108003644",0,0.443,0.93,7.219,5.829,6.835,25.414,20.721,31.935,68.324,76.753,73.486,88.61,83.327,95.399
"LOC107998311",0.824,0.418,0.878,6.992,4.799,4.792,2.443,2.89,3.717,3.51,2.823,2.326,5.435,6.792,6.191
"LOC107995441",12.112,14.57,11.781,224.869,237.726,237.544,86.201,99.886,93.37,63.814,59.755,68.378,123.403,127.626,115.833
"LOC114578077",28.804,29.769,29.639,22.978,26.977,22.133,40.674,43.514,41.996,52.067,48.076,44.237,39.6,37.67,36.375
"LOC107993800",27.454,23.968,22.256,15.401,14.75,15.542,23.347,22.761,24.931,23.332,24.157,21.558,23.177,21.255,25.695
"LOC107999707",4.175,2.423,2.543,0,0,0,0.342,1.435,0.367,0,0,0,0,0,0
"LOC108002485",12.7,13.919,15.204,40.645,51.089,46.671,31.855,49.653,35.993,57.274,53.227,52.437,32.715,30.68,29.281
"LOC107993758",16.607,20.447,22.296,30.974,27.482,28.683,19.648,22.903,22.917,26.647,23.462,24.613,22.047,20.423,24.262
"LOC107998204",3.795,4.648,5.474,11.158,8.569,9.543,13.202,12.89,12.57,17.549,16.136,18.647,19.642,18.603,20.078
"LOC107999811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107994665",45.011,48.784,43.321,228.314,247.576,238.6,130.582,138.217,130.546,137.551,143.397,154.348,190.68,197.701,196.497
"LOC108003334",147.753,145.696,143.738,54.409,55.153,51.841,51.003,48.922,48.225,31.323,37.446,32.685,56.198,56.908,56.056
"LOC108003594",345.191,365.334,362.795,169.388,171.742,170.986,254.425,239.181,252.525,241.217,254.262,250.058,279.407,268.859,283.473
"LOC114577585",0,0,0,7.029,8.427,5.184,1.729,0.755,1.544,2.184,2.064,1.458,2.208,0.98,0.65
"LOC108000152",239.863,252.984,239.248,44.591,40.206,46.622,40.965,50.812,49.293,34.766,31.896,31.688,34.18,37.331,34.604
"LOC107993587",25.196,26.656,22.804,0.666,0.359,0.311,2.753,2.36,2.2,1.47,1.64,2.491,0.431,0.454,0.407
"LOC114578105",0.132,0.537,0.846,0.337,0.181,0,1.443,0.636,1.139,1.511,1.399,1.281,0.8,1.292,1.166
"LOC108003051",142.047,141.745,128.245,59.897,61.769,66.429,61.56,71.011,62.641,60.256,58.471,55.15,62.745,62.197,68.015
"LOC108000140",8.518,9.264,8.69,26.736,25.075,25.919,19.507,19.771,19.92,18.319,16.137,18.781,19.62,17.812,19.586
"LOC107993522",34.825,34.382,31.404,99.729,99.783,93.16,57.231,70.279,65.495,61.485,54.464,51.773,34.365,34.857,41.632
"LOC107999963",84.18,71.932,77.001,33.742,32.469,33.58,28.274,29.054,29.293,21.304,21.084,19.757,19.471,21.983,17.869
"LOC107995824",6.065,5.59,5.972,1.036,1.257,1.075,3.16,2.794,2.949,1.127,1.739,1.719,2.001,2.08,2.316
"LOC108003137",1.191,0.484,1.862,25.777,19.589,21.548,33.774,33.947,28.138,27.336,25.051,30.329,28.026,26.357,29.505
"LOC108004228",38.47,37.403,36.743,3.912,3.449,3.934,13.831,12.078,13.7,20.153,19.468,21.604,49.314,52.643,47.849
"LOC107995959",200.361,202.124,210.197,343.905,338.619,345.313,262.531,214.733,247.548,231.657,254.905,277.899,218.543,210.769,221.711
"LOC107997339",0.201,0.714,0.071,6.781,7.232,6.657,18.346,15.048,16.818,11.26,12.754,13.72,4.586,3.532,4.479
"LOC107997413",63.407,62.76,60.817,88.428,89.522,84.832,90.707,87.653,96.885,52.135,61.187,67.34,61.12,61.218,61.725
"LOC108000123",0.299,0.304,0.319,1.522,3.073,2.555,0.515,0.629,0.368,0.163,0.176,0.289,12.9,12.743,11.541
"LOC108004291",260.013,249.95,252.324,14.192,11.215,14.473,24.651,19.747,22.366,9.259,10.841,12.07,40.699,39.533,36.544
"LOC108001311",10.791,20.032,10.05,2.132,1.53,2.386,6.196,7.386,8.015,6.478,7.216,7.027,4.911,5.087,6.751
"LOC107993239",0.107,0.867,0.152,0.883,1.316,1.292,1.286,0.577,1.247,0.58,0.752,1.498,4.575,3.82,4.313
"LOC108000266",254.759,240.154,267.275,140.294,143.104,154.007,179.338,155.555,180.136,129.496,159.168,145.796,101.36,92.146,109.39
"LOC107995456",28.3,34.384,26.032,13.073,21.682,8.303,20.71,12.016,14.343,16,17.936,20.691,30.211,26.373,29.055
"LOC107997649",0.305,0,0.651,0,0,0,0.35,0,0.188,0,0,0,0,0,0.158
"Trnav-cac_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC108001204",51.808,67.887,54.869,106.878,108.673,86.742,84.184,80.709,75.242,98.648,91.644,89.313,77.21,78.928,87.824
"LOC107993553",42.671,43.595,40.088,56.464,60.705,57.542,44.598,56.39,47.19,56.588,50.734,48.393,43.122,38.571,43.472
"LOC114577392",0.548,1.114,0.779,0.931,2.38,0.651,3.253,2.528,2.924,1.094,2.578,2.92,2.211,1.309,2.369
"LOC108002432",24.746,21.525,20.781,5.927,5.964,5.932,8.487,7.766,8.406,8.296,8.962,10.058,19.654,19.979,18.357
"LOC108003046",47.908,32.122,50.674,58.113,62.89,65.162,41.859,35.82,37.29,31.935,45.514,45.71,82.317,67.435,83.341
"LOC114577532",0,0,0,2.08,0,1.552,1.563,2.293,0.67,0.889,3.84,1.846,6.289,4.964,2.259
"LOC108003125",0,0,0,37.583,37.547,38.672,51.219,48.869,46.822,44.287,41.402,45.091,80.21,78.879,79.899
"LOC107994855",3.282,4.044,3.003,19.873,20.666,20.527,11.255,14.459,11.932,11.987,10.305,9.198,10.245,10.071,9.626
"LOC107993617",528.065,553.13,564.581,962.788,972.213,965.832,1279.031,1342.86,1298.605,1529.719,1513.968,1443.958,1040.74,980.449,959.579
"LOC107997599",0,0,0,0.87,0.468,0.487,2.354,1.233,2.103,0,2.41,0.662,0,0.445,0.709
"LOC114577615",4.577,3.454,3.718,0.25,0,0.093,0.375,0.236,0.402,0.427,0.077,0.127,0.216,0.255,0.203
"LOC107994911",2461.446,2401.821,2472.247,264.951,264.572,271.334,608.84,631.451,619.114,594.075,562.317,584.875,714.291,711.804,714.866
"LOC108002784",0.43,1.749,0.612,2.193,4.131,0.613,0,0,0.53,0,0.759,0.208,2.131,1.682,3.347
"LOC107993307",3.74,5.382,5.76,6.549,5.769,8.105,9.037,9.561,8.152,20.517,19.965,20.224,20.654,17.045,20.52
"LOC108002035",2.903,3.686,3.095,71.624,68.156,57.395,41.254,39.723,36.623,38.298,36.679,42.524,26.341,25.515,25.207
"LOC114577305",0,0,0,0,2.023,0,0,0,0,0,0,0,0,0,0
"LOC107998858",90.463,79.197,88.823,100.15,83.8,111.098,93.59,86.765,93.788,69.314,83.976,85.245,54.977,63.672,56.755
"LOC114577074",1.634,4.979,1.161,4.161,3.36,3.492,0.938,3.931,1.005,2.666,0,2.373,0.898,0,1.694
"LOC107992797",0,0,0.118,1.691,2.162,3.312,2.859,1.697,2.247,6.412,7.512,6.35,41.445,41.717,38.639
"LOC107999358",0.204,0.124,0.174,3.222,3.301,2.849,7.03,6.358,6.48,50.31,48.783,51.817,676.567,656.227,663.258
"LOC114577567",0,0,0,0,0,0,0.773,0.809,1.104,2.196,1.318,2.172,3.947,2.921,2.791
"LOC107995120",20.861,19.043,24.947,50.349,52.66,47.2,35.692,43.832,41.029,38.188,34.708,35.63,28.215,30.926,28.059
"LOC107993565",13.376,16.565,15.043,9.45,8.353,9.008,8.259,9.092,7.724,14.454,14.752,10.869,6.298,5.667,6.174
"LOC107994726",106.783,109.181,100.867,42.842,45.642,43.879,41.995,40.753,43.953,44.546,41.79,42.864,52.155,48.787,48.882
"LOC107998700",36.735,31.116,33,167.234,168.89,181.035,106.631,96.623,100.515,49.67,49.435,51.947,89.658,90.408,87.217
"LOC108000844",0.134,0.09,0.095,1.985,1.374,1.555,4.476,4.528,4.715,7.779,7.146,7.743,3.748,5.104,3.972
"LOC107996523",0.069,0.422,0.295,0.132,0.38,0.296,4.134,5.413,4.218,16.533,13.303,10.292,15.685,16.361,15.755
"LOC108000421",4.575,3.614,1.084,57.612,54.011,48.531,39.987,18.039,27.841,31.25,44.512,38.893,55.63,61.557,65.354
"LOC107993104",7.665,8.235,9.849,14.36,14.954,15.228,7.533,6.206,7.438,7.859,7.969,7.566,9.646,9.501,11.233
"LOC107997111",12.766,11.712,14.049,0.393,0.847,1.467,1.537,2.601,2.407,0.112,0.121,0.199,0,0,0
"LOC108001139",1.152,0.334,1.52,2.2,1.804,2.11,2.551,3.76,4.05,7.608,7.348,4.701,4.795,2.892,3.412
"LOC107992952",425.538,445.766,431.44,175.415,169.474,178.25,206.778,210.832,216.959,195.417,183.732,178.774,131.488,134.013,131.518
"LOC107994687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107994863",7.71,8.503,8.612,19.988,19.707,19.855,24.412,20.737,21.691,15.28,17.154,17.015,12.902,12.836,14.104
"LOC108002467",119.124,127.746,131.229,161.483,154.576,149.46,159.062,182.385,173.489,190.05,182.92,174.916,144.467,149.313,146.69
"LOC107996791",360.479,369.483,376.084,123.147,118.722,119.767,122.95,125.229,124.86,113.411,103.926,108.947,137.312,133.768,133.487
"LOC108000719",33.823,30.259,31.099,61.445,72.32,59.47,44.542,50.953,46.975,58.578,51.971,43.876,30.204,36.162,35.389
"LOC107992940",0.274,0.209,0.024,1.047,1.715,1.587,8.323,7.194,7.107,10.31,8.982,10.687,72.16,72.444,69.071
"LOC108000974",1459.183,1419.292,1467.836,444.148,454.398,458.161,858.053,636.702,742.14,759.854,890.494,1010.203,1363.068,1383.882,1354.562
"LOC108001668",2.487,2.807,3.536,41.352,37.321,41.152,29.198,19.781,21.429,19.545,23.875,34.126,24.925,35.986,32.092
"Trnar-ccu_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107994622",125.995,131.396,126.789,92.281,97.884,106.307,133.288,136.778,133.833,162.431,154.82,164.771,151.678,145.863,147.338
"LOC108003256",59.497,53.857,55.78,41.239,43.573,43.57,45.059,52.547,42.176,40.808,38.063,36.032,56.409,63.841,56.299
"LOC114578088",23.509,24.081,24.153,0.126,0,0,2.949,1.069,2.553,5.051,4.644,3.635,11.299,14.663,11.675
"LOC107999338",1.894,0.481,0.673,53.351,59.385,39.799,96.766,93.964,107.207,171.007,223.953,248.495,167.394,174.444,203.2
"LOC108001675",316.259,302.07,298.934,85.033,76.237,78.417,95.125,89.815,84.878,59.815,60.757,60.991,55.462,59.589,56.998
"LOC108004113",0.342,0.116,0,7.757,7.883,8.842,1.896,1.781,2.242,5.823,6.089,4.576,14.026,13.492,14.284
"LOC107996229",0,0,0,0,0,0,0.62,0,0,0,0,0,0.297,0,0.28
"LOC107998838",38.451,30.378,30.499,22.235,21.137,19.322,16.958,15.307,15.546,16.573,22.051,20.059,74.876,77.399,78.962
"LOC108002055",0.551,0.473,0.632,2.698,2.266,2.506,5.693,4.205,5.215,6.339,6.101,6.894,8.645,8.965,9.709
"LOC107993049",960.694,932.103,950.855,177.613,187.259,190.929,246.922,224.79,236.202,158.235,156.149,167.976,201.704,200.687,199.369
"LOC107998306",6.935,6.423,8.337,224.431,245.469,244.739,48.547,52.328,51.153,40.061,38.84,43.907,17.163,15.405,19.563
"LOC107993578",7.616,10.315,6.726,0,0.158,0,0.928,0.278,0.142,0.377,0.407,1.453,4.569,1.352,1.436
"LOC108003236",21.01,16.199,19.551,0.322,0.231,0.301,5.523,4.72,6.179,5.922,5.454,4.985,6.264,5.164,6.167
"LOC107994320",3.326,3.276,2.937,78.294,79.421,79.961,30.875,30.009,32.626,34.819,35.569,37.558,42.541,40.455,38.875
"LOC107996585",107.144,104.05,134.738,31.236,29.863,27.123,69.632,56.655,50.237,72.168,72.192,87.613,72.519,65.668,63.275
"LOC108004272",106.883,108.179,104.524,8.992,9.154,10.023,66.261,57.909,60.567,68.97,77.087,81.535,57.025,53.058,56.15
"LOC107999982",4.527,4.248,4.773,13.949,16.28,15.937,40.381,38.517,36.267,52.037,53.371,54.847,96.868,102.167,99.312
"LOC107999927",437.194,445.687,421.912,34.573,38.99,39.965,95.335,107.696,96.517,49.986,44.7,38.735,50.713,50.836,49.377
"LOC107997017",18.881,19.51,24.065,105.711,105.106,100.429,99.441,116.114,94.759,167.186,154.198,131.788,94.346,106.608,88.094
"LOC107999598",2.155,7.297,7.148,25.155,25.605,24.054,47.019,58.76,56.14,61.354,55.723,45.22,39.107,41.622,30.908
"LOC108002198",14.529,20.401,17.313,5.714,2.636,3.349,5.643,7.197,6.574,6.974,6.529,4.345,7.285,3.895,3.544
"LOC107999806",11.846,10.634,12.728,114.72,113.31,107.367,78.934,101.081,94.772,101.168,109.932,98.722,33.179,32.644,35.276
"LOC108003481",163.327,155.992,173.684,38.491,38.822,31.736,27.159,28.196,28.848,17.079,17.95,20.337,41.526,38.391,35.957
"LOC114577371",4.351,4.018,4.217,0.252,0.271,0,2.498,3.093,1.704,2.152,0.697,1.724,1.523,2.06,1.435
"LOC107992932",0,0,0.274,9.825,9.52,9.07,1.44,2.32,2.018,1.784,1.247,1.027,0.849,1.507,0.9
"LOC108001159",106.102,97.999,107.531,81.905,78.631,74.546,67.098,62.661,66.898,57.23,57.962,54.505,70.803,73.281,71.558
"LOC108001586",35.766,33.191,33.112,61.009,61.747,70.47,66.679,86.051,75.406,122.152,100.553,102.848,72.726,75.175,82.635
"LOC108002452",0,0,0.14,1.885,2.164,2.812,0.227,0.593,0.364,0.429,0,0.287,1.302,1.028,0.512
"LOC107993533",46.733,52.99,51.139,181.717,185.207,162.453,92.106,85.373,87.08,89.99,89.034,90.942,78.534,73.588,82.821
"LOC107996813",5.492,6.459,6.081,1.35,1.11,1.469,7.678,6.896,7.411,5.388,4.564,5.916,5.044,5.407,5.454
"LOC114577690",0,0,0,0,1.359,0.847,0,0,0,0,0.233,0,0.218,0,0
"LOC107993259",38.669,39.718,34.856,0.275,1.037,1.077,4.713,8.056,7.312,0.353,0.635,0.314,0.713,0.281,0.448
"LOC107992967",0,0,0,0.049,0,0,0.619,0.37,0.474,1.382,2.171,1.603,7.747,8.019,6.904
"LOC107996772",4.234,4.367,4.884,31.538,35.026,33.481,23.598,24.034,25.131,25.796,24.956,24.507,30.875,30.934,32.397
"LOC107995436",1.35,1.175,0.411,0.491,1.189,0.549,1.66,1.739,0.712,2.727,2.153,3.734,4.983,4.895,3.398
"LOC108002245",1.744,2.214,2.246,0,0.224,0.078,0.25,0.328,0.738,0.356,0.192,0.739,0.18,0.639,0.508
"LOC107995281",0.93,1.181,0.331,5.184,6.538,6.961,5.209,3.358,3.579,6.328,9.023,8.223,6.268,5.452,5.788
"LOC108002063",227.873,216.225,219.094,89.815,91.209,92.106,72.888,71.139,71.621,63.134,56.506,66.316,55.26,59.777,54.398
"LOC107997359",0,0.586,0,1.469,0.395,0.411,0.331,0,2.13,0.314,0.678,1.117,1.586,1.878,0.598
"LOC114577728",0,0.578,0,0.725,2.342,1.217,0,0.342,0.701,0.929,0.335,0.276,0.626,0,0.885
"Trnan-guu_2",0,0,0,0,0,0,0,0,0,2.582,0,0,2.61,0,0
"LOC107998616",1.709,1.736,2.202,6.122,5.785,5.442,11.532,12.434,10.19,18.017,17.234,17.072,19.622,19.231,19.827
"LOC108002440",0.1,0.305,0.142,176.473,173.862,163.868,46.339,49.868,53.363,64.388,52.842,55.712,35.737,37.028,39.191
"LOC107998943",0.443,0.45,0.63,6.209,5.165,7.579,3.69,2.399,3.137,0.723,1.563,0.859,1.341,1.01,0.115
"LOC107995939",91.5,87.78,93.943,49.197,53.663,48.531,40.279,40.665,36.601,34.43,31.367,25.97,25.579,25.483,25.825
"LOC107996676",0,0.539,0,0,0.182,0.378,0.152,0.957,0.163,0.144,0,0.128,0,0,0.275
"LOC108004411",0,0,0,0,0.599,0,0,0,0,0,0,0,0.481,0,0
"LOC107996908",380.255,379.984,387.923,85.457,75.374,75.682,132.369,134.087,128.62,76.844,73.139,72.362,66.862,64.952,65.634
"LOC108004070",57.829,58.742,64.701,104.666,89.193,98.044,67.946,92.755,86.333,100.5,98.178,74.935,50.353,62.053,53.018
"LOC107997293",0,0,0.215,2.695,1.036,2.8,2.777,1.636,1.86,0.164,0.178,0.878,0.166,0.197,0.47
"LOC114577540",101.181,95.186,107.06,37.336,33.891,37.683,42.912,26.626,41.039,14.074,17.568,25.055,23.079,30.317,20.862
"LOC107996961",0,0,0,14.503,22.188,14.52,13.767,10.095,11.066,21.523,32.408,17.416,25.712,34.342,24.859
